customer_city,total_price
silvano,117.94
silvanopolis,273.88
silveira carvalho,42.269999999999996
silveira martins,155.14
silveiras,474.25
silvianopolis,186.76000000000002
simao dias,1082.91
simao pereira,175.41
simoes filho,5490.17
simolandia,169.73
simonesia,1549.8700000000001
simplicio mendes,50.75
sinimbu,196.24
sinop,9195.04
siqueira campos,1663.6200000000001
siriji,77.03
sirinhaem,720.23
sitio do quinto,131.65
sitio novo,229.28000000000003
sitio novo do tocantins,476.27
sobradinho,1302.79
sobral,14244.61
sobralia,40.0
socorro,2640.22
solanea,519.29
soledade,1240.41
soledade de minas,529.6899999999999
solonopole,785.74
sombrio,1506.6100000000001
sonora,91.38
sooretama,456.35
sorocaba,91381.77
sorriso,4009.03
sousa,1356.43
sucesso,485.92
sucupira do norte,404.20000000000005
sud mennucci,448.01
sulina,45.0
sumare,27111.65
sume,364.39
sumidouro,1325.97
surubim,711.22
suzanapolis,88.94
suzano,31234.350000000002
tabapora,286.07000000000005
tabapua,1535.21
tabatinga,487.11
tabira,1314.94
taboao da serra,41917.44
tabocas do brejo velho,199.95999999999998
taboquinhas,303.27
tabuleiro,382.78000000000003
tabuleiro do norte,71.88
tacaratu,263.65000000000003
taciba,419.6
tacuru,170.71
taguai,873.5600000000001
taguatinga,1107.49
taiacu,70.51
tailandia,2381.4300000000003
taio,6475.8
taiobeiras,4688.76
taiuva,1010.13
tamandare,73.84
tamarana,160.84
tambau,2503.58
tamboara,24.09
tanabi,1658.14
tangara,747.64
tangara da serra,4870.22
tangua,776.12
tanhacu,609.8
tanque d'arca,611.54
tanque novo,447.39
taparuba,104.37
tapejara,1757.73
tapera,79.07
taperuaba,164.84
tapes,934.26
tapinas,135.07999999999998
tapirai,140.53000000000003
tapiramuta,1476.8999999999999
tapiratiba,2835.28
tapurah,145.11
taquara,4954.91
taquaracu de minas,392.66
taquarana,190.43
taquari,1870.86
taquaritinga,5237.07
taquaritinga do norte,2461.9
taquarituba,2942.6
taquarivai,738.9000000000001
taquarucu do sul,93.28999999999999
tarabai,1174.4
taruma,1189.95
tarumirim,912.25
tatui,13031.15
taua,1251.3700000000001
taubate,36629.98
tavares,273.62
tecainda,165.13
teixeira,69.05
teixeira de freitas,4218.39
teixeira soares,657.9200000000001
teixeiras,731.54
tejupa,400.43999999999994
telemaco borba,5526.64
telha,229.65
tenente ananias,273.92
tenente portela,604.0500000000001
teodoro sampaio,2188.75
teofilandia,236.92000000000002
teofilo otoni,10055.16
teolandia,317.56
teotonio vilela,2599.38
terenos,85.26
teresina,64023.26
teresina de goias,96.8
teresopolis,20737.7
terezinha,65.62
termas de ibira,87.15
terra boa,773.42
terra de areia,1250.93
terra nova,267.93
terra nova do norte,499.35
terra rica,769.63
terra roxa,1154.0900000000001
teutonia,1826.22
tiangua,3264.14
tibagi,386.07
tibau do sul,144.79
tiete,5064.39
tijucas,4585.95
timbauba,804.4499999999999
timbe do sul,262.92
timbo,4538.09
timburi,390.86
timon,2447.55
timoteo,9093.65
tiradentes,653.58
tiradentes do sul,67.7
tiros,218.66
tobias barreto,264.52
tocantinopolis,947.28
tocantins,778.4899999999999
tocos,381.47
tocos do moji,74.36
toledo,12206.62
tomar do geru,333.47
tomazina,411.31
tombos,511.11
tome-acu,50.62
toritama,1277.99
toropi,1682.98
torres,1906.59
torrinha,519.4200000000001
trabiju,279.91
tracuateua,39.61
tracunhaem,733.7
traipu,63.790000000000006
trairi,543.53
trajano de moraes,963.0500000000001
tramandai,3289.92
trancoso,995.19
travessao,510.43
travesseiro,32.71
tremembe,5715.34
tres arroios,236.8
tres barras,380.56
tres cachoeiras,831.4200000000001
tres coracoes,5553.0
tres coroas,910.48
tres de maio,2334.85
tres forquilhas,98.13
tres fronteiras,502.65
tres irmaos,342.40000000000003
tres lagoas,8803.960000000001
tres marias,1095.9
tres passos,1503.72
tres pontas,2754.53
tres rios,8203.37
treviso,136.98000000000002
treze tilias,1159.36
trindade,8413.61
trindade do sul,3372.73
triunfo,2675.96
trombas,32.07
trombudo central,250.85999999999999
tubarao,12323.62
tucano,969.58
tucuma,1362.99
tucunduva,437.36
tucurui,5931.75
tuiuti,60.85
tumiritinga,480.31
tunapolis,343.68
tunas do parana,233.3
tupa,9082.23
tupaciguara,1645.36
tupancireta,469.51
tupandi,361.03999999999996
tuparece,31.73
tuparendi,291.12
tuparetama,437.69000000000005
tupassi,32.379999999999995
tupi paulista,976.0
turmalina,1513.28
tururu,215.6
turvania,117.35
turvelandia,42.4
turvo,401.21
turvolandia,176.09
tutoia,556.87
uaua,618.18
uba,8901.7
ubai,61.730000000000004
ubaira,884.91
ubaitaba,667.9300000000001
ubajara,1414.6299999999999
ubaporanga,360.71000000000004
ubata,210.18
ubatuba,11625.58
uberaba,33485.43
uberlandia,60185.2
ubirajara,96.09
ubirata,751.43
uchoa,641.29
uibai,639.36
uirauna,285.36
ulianopolis,64.4
umbauba,315.39
umburanas,123.75
umburatiba,134.7
umuarama,7753.1
una,610.34
unai,8706.44
uniao,393.32
uniao da serra,33.6
uniao da vitoria,6290.85
uniao de minas,176.17000000000002
uniao do oeste,40.089999999999996
uniao do sul,249.2
uniao dos palmares,309.25
unistalda,128.94
upanema,1476.25
urai,334.39
urandi,767.8100000000001
urania,980.29
urbano santos,703.99
uruacu,2307.27
uruana,1355.9499999999998
uruana de minas,33.0
uruara,1199.13
urubici,378.58
uruburetama,87.8
urucania,200.32999999999998
urucuca,257.27
urucui,820.26
urucuia,168.29000000000002
urucurituba,242.94
uruguaiana,5943.89
uruoca,361.1
urupa,403.21
urupes,1313.27
urussanga,1083.08
urutai,184.79
utinga,586.45
vacaria,3128.16
valao do barro,86.53999999999999
vale do sol,37.089999999999996
vale real,264.34000000000003
valenca,13285.36
valenca do piaui,1247.8700000000001
valente,3614.1000000000004
valentim gentil,418.87000000000006
valinhos,26015.49
valparaiso,683.24
valparaiso de goias,6697.66
vanini,106.87
vargeao,520.65
vargem,101.5
vargem alegre,402.73
vargem alta,372.35
vargem bonita,826.27
vargem grande,137.01
vargem grande do rio pardo,365.98
vargem grande do soturno,111.02000000000001
vargem grande do sul,1096.1499999999999
vargem grande paulista,6735.64
varginha,16472.9
varjao de minas,131.89999999999998
varjota,901.1800000000001
varre-sai,1035.37
varzea,150.18
varzea alegre,198.65
varzea da palma,2760.94
varzea do poco,73.83
varzea grande,10315.03
varzea nova,108.53
varzea paulista,13507.62
varzedo,65.53
varzelandia,377.12
vassouras,5336.56
vazante,1780.3
venancio aires,3352.84
venda branca,134.82999999999998
venda nova do imigrante,3171.2200000000003
ventania,209.88
venturosa,1297.06
vera,398.03
vera cruz,3621.5699999999997
vera cruz do oeste,613.9100000000001
veranopolis,2878.08
vere,818.22
vereda,356.65
verissimo,353.01
vermelho,116.78999999999999
vermelho novo,52.099999999999994
vertentes,49.62
vespasiano,7149.57
vespasiano correa,163.25
viamao,8989.38
viana,5389.0599999999995
vianopolis,616.76
vicencia,325.48
vicente dutra,31.22
vicentina,216.07
vicentinopolis,420.54999999999995
vicosa,19364.91
vicosa do ceara,43.79
victor graeff,181.25
videira,9611.89
vieiras,345.15
vigia,352.65
vila bela da santissima trindade,46.78
vila dos cabanos,597.67
vila flor,137.98000000000002
vila flores,462.5
vila langaro,191.91
vila muriqui,856.45
vila nelita,167.98000000000002
vila nova,117.19
vila nova do sul,101.34
vila pereira,109.21
vila reis,86.15
vila rica,335.36
vila valerio,1632.29
vila velha,58239.11
vilhena,3076.53
vinhedo,11020.88
viradouro,2480.9500000000003
virgem da lapa,864.44
virginia,54.129999999999995
virginopolis,1092.22
virgolandia,413.44
visconde de maua,188.05
visconde do rio branco,1952.66
viseu,340.02
vista alegre,37.1
vista alegre do alto,327.66999999999996
vitoria,63383.01
vitoria da conquista,19821.45
vitoria das missoes,64.0
vitoria de santo antao,2988.47
vitoria do jari,137.27
vitoria do mearim,164.0
vitorino,67.23
vitorino freire,1744.37
vitorinos,105.36999999999999
volta grande,379.96000000000004
volta redonda,39819.12
votorantim,13032.23
votuporanga,9740.19
wagner,147.69
wanderley,333.11
wenceslau braz,250.51
wenceslau guimaraes,137.5
werneck,445.61
witmarsum,230.35000000000002
xambioa,429.76
xambre,547.74
xangri-la,1192.87
xanxere,5165.42
xapuri,445.89
xavantina,217.70999999999998
xaxim,1928.25
xexeu,126.16
xinguara,1608.51
xique-xique,230.56
zacarias,229.85
ze doca,878.9200000000001
zortea,137.57
